Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,Differential I/O Pairs,LSRAM (20K),Chip Globals,PLL
CAPE_inst_0/XBAR_0/CAPE_AXI_XBAR_0/gen_cb_en.axicb/wDCon/iWrConXB.iWrConFif[0].genblk1.wrFif/Primitives,9,9,0,0,0,0,0,0,0
CAPE_inst_0/XBAR_0/CAPE_AXI_XBAR_0/gen_cb_en.axicb/wDCon/iWrConXB.iWrConFif[0].genblk1.wrFif/genblk1.DPFF/Primitives,1,1,0,0,0,0,0,0,0
CAPE_inst_0/XBAR_0/CAPE_AXI_XBAR_0/gen_cb_en.axicb/wDCon/iWrConXB.iWrConFif[1].genblk1.wrFif/Primitives,17,9,0,0,0,0,0,0,0
CAPE_inst_0/XBAR_0/CAPE_AXI_XBAR_0/gen_cb_en.axicb/wDCon/iWrConXB.iWrConFif[1].genblk1.wrFif/genblk1.DPFF/Primitives,1,1,0,0,0,0,0,0,0
CAPE_inst_0/cape_regs_0/Primitives,15,0,0,0,0,0,0,0,0
CAPE_inst_0/cape_regs_0/u_ctrl/Primitives,36,64,0,0,0,0,0,0,0
CAPE_inst_0/cape_regs_0/u_pix/Primitives,509,334,0,0,0,0,0,0,0
CLOCKS_AND_RESETS_inst_0/FIC_0_RESET/CORERESET_0/Primitives,1,16,0,0,0,0,0,0,0
CLOCKS_AND_RESETS_inst_0/FIC_3_RESET_0/CORERESET_0/Primitives,0,16,0,0,0,0,0,1,0
CLOCKS_AND_RESETS_inst_0/FPGA_CCC_C0_0/FPGA_CCC_C0_0/Primitives,0,0,0,0,0,0,0,4,1
CLOCKS_AND_RESETS_inst_0/OSCILLATOR_160MHz_inst_0/OSCILLATOR_160MHz_0/Primitives,0,0,0,0,0,0,0,1,0
CLOCKS_AND_RESETS_inst_0/PF_CCC_ADC_0/PF_CCC_ADC_0/Primitives,0,0,0,0,0,0,0,1,1
CLOCKS_AND_RESETS_inst_0/Primitives,1,0,0,0,0,0,0,0,0
Primitives/Primitives,1,0,0,0,9,0,0,0,0
